time_s,activity
3.538944005966186523e+00,4.882812500000000000e-04
3.547136068344116211e+00,2.441406250000000000e-04
3.555327892303466797e+00,4.882812500000000000e-04
3.563519954681396484e+00,4.882812500000000000e-04
3.571712017059326172e+00,4.882812500000000000e-04
3.579904079437255859e+00,2.441406250000000000e-04
3.588095903396606445e+00,2.441406250000000000e-04
3.596287965774536133e+00,2.441406250000000000e-04
3.604480028152465820e+00,0.000000000000000000e+00
3.612672090530395508e+00,2.441406250000000000e-04
3.620863914489746094e+00,0.000000000000000000e+00
3.629055976867675781e+00,7.324218750000000000e-04
3.637248039245605469e+00,0.000000000000000000e+00
3.645440101623535156e+00,0.000000000000000000e+00
3.653631925582885742e+00,2.441406250000000000e-04
3.661823987960815430e+00,2.441406250000000000e-04
3.670016050338745117e+00,9.765625000000000000e-04
3.678208112716674805e+00,4.882812500000000000e-04
3.686399936676025391e+00,0.000000000000000000e+00
3.694591999053955078e+00,7.324218750000000000e-04
3.702784061431884766e+00,2.441406250000000000e-04
3.710975885391235352e+00,0.000000000000000000e+00
3.719167947769165039e+00,9.765625000000000000e-04
3.727360010147094727e+00,7.324218750000000000e-04
3.735552072525024414e+00,2.441406250000000000e-04
3.743743896484375000e+00,2.441406250000000000e-04
3.751935958862304688e+00,4.882812500000000000e-04
3.760128021240234375e+00,0.000000000000000000e+00
3.768320083618164062e+00,7.324218750000000000e-04
3.776511907577514648e+00,2.441406250000000000e-04
3.784703969955444336e+00,2.441406250000000000e-04
3.792896032333374023e+00,2.441406250000000000e-04
3.801088094711303711e+00,0.000000000000000000e+00
3.809279918670654297e+00,4.882812500000000000e-04
3.817471981048583984e+00,4.882812500000000000e-04
3.825664043426513672e+00,2.441406250000000000e-04
3.833856105804443359e+00,4.882812500000000000e-04
3.842047929763793945e+00,7.324218750000000000e-04
3.850239992141723633e+00,2.441406250000000000e-04
3.858432054519653320e+00,4.882812500000000000e-04
3.866624116897583008e+00,0.000000000000000000e+00
3.874815940856933594e+00,2.441406250000000000e-04
3.883008003234863281e+00,7.324218750000000000e-04
3.891200065612792969e+00,7.324218750000000000e-04
3.899391889572143555e+00,4.882812500000000000e-04
3.907583951950073242e+00,7.324218750000000000e-04
3.915776014328002930e+00,7.324218750000000000e-04
3.923968076705932617e+00,2.441406250000000000e-04
3.932159900665283203e+00,2.441406250000000000e-04
3.940351963043212891e+00,0.000000000000000000e+00
3.948544025421142578e+00,0.000000000000000000e+00
3.956736087799072266e+00,4.882812500000000000e-04
3.964927911758422852e+00,0.000000000000000000e+00
3.973119974136352539e+00,2.441406250000000000e-04
3.981312036514282227e+00,9.765625000000000000e-04
3.989504098892211914e+00,2.441406250000000000e-04
3.997695922851562500e+00,2.441406250000000000e-04
4.005887985229492188e+00,7.324218750000000000e-04
4.014080047607421875e+00,4.882812500000000000e-04
4.022272109985351562e+00,4.882812500000000000e-04
4.030464172363281250e+00,2.441406250000000000e-04
4.038656234741210938e+00,4.882812500000000000e-04
4.046847820281982422e+00,9.765625000000000000e-04
4.055039882659912109e+00,4.882812500000000000e-04
4.063231945037841797e+00,4.882812500000000000e-04
4.071424007415771484e+00,7.324218750000000000e-04
4.079616069793701172e+00,2.441406250000000000e-04
4.087808132171630859e+00,0.000000000000000000e+00
4.096000194549560547e+00,0.000000000000000000e+00
4.104191780090332031e+00,0.000000000000000000e+00
4.112383842468261719e+00,7.324218750000000000e-04
4.120575904846191406e+00,4.882812500000000000e-04
4.128767967224121094e+00,4.882812500000000000e-04
4.136960029602050781e+00,2.441406250000000000e-04
4.145152091979980469e+00,2.441406250000000000e-04
4.153344154357910156e+00,4.882812500000000000e-04
4.161536216735839844e+00,2.441406250000000000e-04
4.169727802276611328e+00,7.324218750000000000e-04
4.177919864654541016e+00,2.441406250000000000e-04
4.186111927032470703e+00,0.000000000000000000e+00
4.194303989410400391e+00,2.441406250000000000e-04
4.202496051788330078e+00,0.000000000000000000e+00
4.210688114166259766e+00,4.882812500000000000e-04
4.218880176544189453e+00,9.765625000000000000e-04
4.227071762084960938e+00,0.000000000000000000e+00
4.235263824462890625e+00,0.000000000000000000e+00
4.243455886840820312e+00,4.882812500000000000e-04
4.251647949218750000e+00,4.882812500000000000e-04
4.259840011596679688e+00,2.441406250000000000e-04
4.268032073974609375e+00,7.324218750000000000e-04
4.276224136352539062e+00,7.324218750000000000e-04
4.284416198730468750e+00,0.000000000000000000e+00
4.292607784271240234e+00,0.000000000000000000e+00
4.300799846649169922e+00,2.441406250000000000e-04
4.308991909027099609e+00,7.324218750000000000e-04
4.317183971405029297e+00,0.000000000000000000e+00
4.325376033782958984e+00,4.882812500000000000e-04
4.333568096160888672e+00,4.882812500000000000e-04
4.341760158538818359e+00,2.441406250000000000e-04
4.349952220916748047e+00,9.765625000000000000e-04
4.358143806457519531e+00,4.882812500000000000e-04
4.366335868835449219e+00,2.441406250000000000e-04
4.374527931213378906e+00,4.882812500000000000e-04
4.382719993591308594e+00,0.000000000000000000e+00
4.390912055969238281e+00,7.324218750000000000e-04
4.399104118347167969e+00,7.324218750000000000e-04
4.407296180725097656e+00,4.882812500000000000e-04
4.415487766265869141e+00,0.000000000000000000e+00
4.423679828643798828e+00,7.324218750000000000e-04
4.431871891021728516e+00,4.882812500000000000e-04
4.440063953399658203e+00,0.000000000000000000e+00
4.448256015777587891e+00,4.882812500000000000e-04
4.456448078155517578e+00,9.765625000000000000e-04
4.464640140533447266e+00,7.324218750000000000e-04
4.472832202911376953e+00,0.000000000000000000e+00
4.481023788452148438e+00,2.441406250000000000e-04
4.489215850830078125e+00,2.441406250000000000e-04
4.497407913208007812e+00,0.000000000000000000e+00
4.505599975585937500e+00,9.765625000000000000e-04
4.513792037963867188e+00,2.441406250000000000e-04
4.521984100341796875e+00,4.882812500000000000e-04
4.530176162719726562e+00,2.441406250000000000e-04
4.538368225097656250e+00,2.441406250000000000e-04
4.546559810638427734e+00,4.882812500000000000e-04
4.554751873016357422e+00,2.441406250000000000e-04
4.562943935394287109e+00,2.441406250000000000e-04
4.571135997772216797e+00,2.441406250000000000e-04
4.579328060150146484e+00,7.324218750000000000e-04
4.587520122528076172e+00,7.324218750000000000e-04
4.595712184906005859e+00,7.324218750000000000e-04
4.603903770446777344e+00,7.324218750000000000e-04
4.612095832824707031e+00,0.000000000000000000e+00
4.620287895202636719e+00,9.765625000000000000e-04
4.628479957580566406e+00,0.000000000000000000e+00
4.636672019958496094e+00,9.765625000000000000e-04
4.644864082336425781e+00,7.324218750000000000e-04
4.653056144714355469e+00,7.324218750000000000e-04
4.661248207092285156e+00,7.324218750000000000e-04
4.669439792633056641e+00,0.000000000000000000e+00
4.677631855010986328e+00,2.441406250000000000e-04
4.685823917388916016e+00,2.441406250000000000e-04
4.694015979766845703e+00,2.441406250000000000e-04
4.702208042144775391e+00,2.441406250000000000e-04
4.710400104522705078e+00,0.000000000000000000e+00
4.718592166900634766e+00,4.882812500000000000e-04
4.726784229278564453e+00,4.882812500000000000e-04
4.734975814819335938e+00,9.765625000000000000e-04
4.743167877197265625e+00,9.765625000000000000e-04
